Time,Pulse
02:00:27_970,53
02:00:27_980,53
02:00:27_990,53
02:00:28_000,53
02:00:28_010,53
02:00:28_020,53
02:00:28_030,53
02:00:28_040,53
02:00:28_050,53
02:00:28_060,53
02:00:28_070,53
02:00:28_080,53
02:00:28_090,53
02:00:28_100,53
02:00:28_110,53
02:00:28_120,53
02:00:28_130,53
02:00:28_140,53
02:00:28_150,53
02:00:28_160,53
02:00:28_170,53
02:00:28_180,53
02:00:28_190,53
02:00:28_200,53
02:00:28_210,53
02:00:28_220,53
02:00:28_230,53
02:00:28_240,53
02:00:28_250,53
02:00:28_260,53
02:00:28_270,53
02:00:28_280,53
02:00:28_290,53
02:00:28_300,53
02:00:28_310,53
02:00:28_320,53
02:00:28_330,53
02:00:28_340,53
02:00:28_350,53
02:00:28_360,53
02:00:28_370,53
02:00:28_380,53
02:00:28_390,53
02:00:28_400,53
02:00:28_410,52
02:00:28_420,52
02:00:28_430,52
02:00:28_440,52
02:00:28_450,52
02:00:28_460,52
02:00:28_470,52
02:00:28_480,52
02:00:28_490,52
02:00:28_500,52
02:00:28_510,52
02:00:28_520,52
02:00:28_530,52
02:00:28_540,52
02:00:28_550,52
02:00:28_560,52
02:00:28_570,52
02:00:28_580,52
02:00:28_590,52
02:00:28_600,52
02:00:28_610,52
02:00:28_620,52
02:00:28_630,52
02:00:28_640,52
02:00:28_650,52
02:00:28_660,52
02:00:28_670,52
02:00:28_680,52
02:00:28_690,52
02:00:28_700,52
02:00:28_710,52
02:00:28_720,52
02:00:28_730,52
02:00:28_740,52
02:00:28_750,52
02:00:28_760,52
02:00:28_770,52
02:00:28_780,52
02:00:28_790,52
02:00:28_800,52
02:00:28_810,52
02:00:28_820,52
02:00:28_830,52
02:00:28_840,52
02:00:28_850,52
02:00:28_860,52
02:00:28_870,52
02:00:28_880,52
02:00:28_890,52
02:00:28_900,52
02:00:28_910,52
02:00:28_920,52
02:00:28_930,52
02:00:28_940,52
02:00:28_950,52
02:00:28_960,52
02:00:28_970,52
02:00:28_980,52
02:00:28_990,52
02:00:29_000,52
02:00:29_010,52
02:00:29_020,52
02:00:29_030,52
02:00:29_040,52
02:00:29_050,52
02:00:29_060,52
02:00:29_070,52
02:00:29_080,52
02:00:29_090,52
02:00:29_100,52
02:00:29_110,52
02:00:29_120,52
02:00:29_130,52
02:00:29_140,52
02:00:29_150,52
02:00:29_160,52
02:00:29_170,52
02:00:29_180,52
02:00:29_190,52
02:00:29_200,52
02:00:29_210,52
02:00:29_220,52
02:00:29_230,52
02:00:29_240,52
02:00:29_250,52
02:00:29_260,52
02:00:29_270,52
02:00:29_280,52
02:00:29_290,52
02:00:29_300,52
02:00:29_310,52
02:00:29_320,52
02:00:29_330,52
02:00:29_340,52
02:00:29_350,52
02:00:29_360,52
02:00:29_370,52
02:00:29_380,52
02:00:29_390,52
02:00:29_400,52
02:00:29_410,52
02:00:29_420,52
02:00:29_430,52
02:00:29_440,52
02:00:29_450,52
02:00:29_460,52
02:00:29_470,52
02:00:29_480,52
02:00:29_490,52
02:00:29_500,52
02:00:29_510,52
02:00:29_520,52
02:00:29_530,52
02:00:29_540,52
02:00:29_550,52
02:00:29_560,52
02:00:29_570,52
02:00:29_580,52
02:00:29_590,52
02:00:29_600,52
02:00:29_610,52
02:00:29_620,52
02:00:29_630,52
02:00:29_640,52
02:00:29_650,52
02:00:29_660,52
02:00:29_670,52
02:00:29_680,52
02:00:29_690,52
02:00:29_700,52
02:00:29_710,52
02:00:29_720,52
02:00:29_730,52
02:00:29_740,52
02:00:29_750,52
02:00:29_760,52
02:00:29_770,52
02:00:29_780,52
02:00:29_790,52
02:00:29_800,52
02:00:29_810,52
02:00:29_820,52
02:00:29_830,52
02:00:29_840,52
02:00:29_850,52
02:00:29_860,52
02:00:29_870,52
02:00:29_880,52
02:00:29_890,52
02:00:29_900,52
02:00:29_910,52
02:00:29_920,52
02:00:29_930,52
02:00:29_940,52
02:00:29_950,52
02:00:29_960,52
02:00:29_970,52
02:00:29_980,52
02:00:29_990,52
02:00:30_000,52
02:00:30_010,52
02:00:30_020,52
02:00:30_030,52
02:00:30_040,52
02:00:30_050,52
02:00:30_060,52
02:00:30_070,52
02:00:30_080,52
02:00:30_090,52
02:00:30_100,52
02:00:30_110,52
02:00:30_120,52
02:00:30_130,52
02:00:30_140,52
02:00:30_150,52
02:00:30_160,52
02:00:30_170,52
02:00:30_180,52
02:00:30_190,52
02:00:30_200,52
02:00:30_210,52
02:00:30_220,52
02:00:30_230,52
02:00:30_240,52
02:00:30_250,52
02:00:30_260,52
02:00:30_270,52
02:00:30_280,52
02:00:30_290,52
02:00:30_300,52
02:00:30_310,52
02:00:30_320,52
02:00:30_330,52
02:00:30_340,52
02:00:30_350,52
02:00:30_360,52
02:00:30_370,52
02:00:30_380,52
02:00:30_390,52
02:00:30_400,52
02:00:30_410,52
02:00:30_420,52
02:00:30_430,52
02:00:30_440,52
02:00:30_450,52
02:00:30_460,51
02:00:30_470,51
02:00:30_480,51
02:00:30_490,51
02:00:30_500,51
02:00:30_510,51
02:00:30_520,51
02:00:30_530,51
02:00:30_540,51
02:00:30_550,51
02:00:30_560,51
02:00:30_570,51
02:00:30_580,51
02:00:30_590,51
02:00:30_600,51
02:00:30_610,51
02:00:30_620,51
02:00:30_630,51
02:00:30_640,51
02:00:30_650,51
02:00:30_660,51
02:00:30_670,51
02:00:30_680,51
02:00:30_690,51
02:00:30_700,51
02:00:30_710,51
02:00:30_720,51
02:00:30_730,51
02:00:30_740,51
02:00:30_750,51
02:00:30_760,51
02:00:30_770,51
02:00:30_780,51
02:00:30_790,51
02:00:30_800,51
02:00:30_810,51
02:00:30_820,51
02:00:30_830,51
02:00:30_840,51
02:00:30_850,51
02:00:30_860,51
02:00:30_870,51
02:00:30_880,51
02:00:30_890,51
02:00:30_900,51
02:00:30_910,51
02:00:30_920,51
02:00:30_930,51
02:00:30_940,51
02:00:30_950,51
02:00:30_960,51
02:00:30_970,51
02:00:30_980,51
02:00:30_990,51
02:00:31_000,51
02:00:31_010,51
02:00:31_020,51
02:00:31_030,51
02:00:31_040,51
02:00:31_050,51
02:00:31_060,51
02:00:31_070,51
02:00:31_080,51
02:00:31_090,51
02:00:31_100,51
02:00:31_110,51
02:00:31_120,51
02:00:31_130,51
02:00:31_140,51
02:00:31_150,51
02:00:31_160,51
02:00:31_170,51
02:00:31_180,51
02:00:31_190,51
02:00:31_200,51
02:00:31_210,51
02:00:31_220,51
02:00:31_230,51
02:00:31_240,51
02:00:31_250,51
02:00:31_260,51
02:00:31_270,51
02:00:31_280,51
02:00:31_290,51
02:00:31_300,51
02:00:31_310,51
02:00:31_320,51
02:00:31_330,51
02:00:31_340,51
02:00:31_350,51
02:00:31_360,51
02:00:31_370,51
02:00:31_380,51
02:00:31_390,51
02:00:31_400,51
02:00:31_410,51
02:00:31_420,51
02:00:31_430,51
02:00:31_440,51
02:00:31_450,51
02:00:31_460,51
02:00:31_470,51
02:00:31_480,51
02:00:31_490,51
02:00:31_500,51
02:00:31_510,51
02:00:31_520,51
02:00:31_530,51
02:00:31_540,51
02:00:31_550,51
02:00:31_560,51
02:00:31_570,51
02:00:31_580,51
02:00:31_590,51
02:00:31_600,51
02:00:31_610,51
02:00:31_620,51
02:00:31_630,51
02:00:31_640,51
02:00:31_650,51
02:00:31_660,51
02:00:31_670,51
02:00:31_680,51
02:00:31_690,51
02:00:31_700,51
02:00:31_710,51
02:00:31_720,51
02:00:31_730,51
02:00:31_740,51
02:00:31_750,51
02:00:31_760,51
02:00:31_770,51
02:00:31_780,51
02:00:31_790,51
02:00:31_800,51
02:00:31_810,51
02:00:31_820,51
02:00:31_830,51
02:00:31_840,51
02:00:31_850,51
02:00:31_860,51
02:00:31_870,51
02:00:31_880,51
02:00:31_890,51
02:00:31_900,51
02:00:31_910,51
02:00:31_920,51
02:00:31_930,51
02:00:31_940,51
02:00:31_950,51
02:00:31_960,51
02:00:31_970,51
02:00:31_980,51
02:00:31_990,51
02:00:32_000,51
02:00:32_010,51
02:00:32_020,51
02:00:32_030,51
02:00:32_040,51
02:00:32_050,51
02:00:32_060,51
02:00:32_070,51
02:00:32_080,51
02:00:32_090,51
02:00:32_100,51
02:00:32_110,51
02:00:32_120,51
02:00:32_130,51
02:00:32_140,51
02:00:32_150,51
02:00:32_160,51
02:00:32_170,51
02:00:32_180,51
02:00:32_190,51
02:00:32_200,51
02:00:32_210,51
02:00:32_220,51
02:00:32_230,51
02:00:32_240,51
02:00:32_250,51
02:00:32_260,51
02:00:32_270,51
02:00:32_280,51
02:00:32_290,51
02:00:32_300,51
02:00:32_310,51
02:00:32_320,51
02:00:32_330,51
02:00:32_340,51
02:00:32_350,51
02:00:32_360,51
02:00:32_370,51
02:00:32_380,51
02:00:32_390,51
02:00:32_400,51
02:00:32_410,51
02:00:32_420,51
02:00:32_430,51
02:00:32_440,51
02:00:32_450,51
02:00:32_460,51
02:00:32_470,51
02:00:32_480,51
02:00:32_490,51
02:00:32_500,51
02:00:32_510,51
02:00:32_520,51
02:00:32_530,51
02:00:32_540,51
02:00:32_550,51
02:00:32_560,51
02:00:32_570,51
02:00:32_580,51
02:00:32_590,51
02:00:32_600,51
02:00:32_610,51
02:00:32_620,51
02:00:32_630,51
02:00:32_640,51
02:00:32_650,51
02:00:32_660,51
02:00:32_670,51
02:00:32_680,51
02:00:32_690,51
02:00:32_700,51
02:00:32_710,51
02:00:32_720,51
02:00:32_730,51
02:00:32_740,51
02:00:32_750,51
02:00:32_760,51
02:00:32_770,51
02:00:32_780,51
02:00:32_790,51
02:00:32_800,51
02:00:32_810,51
02:00:32_820,51
02:00:32_830,51
02:00:32_840,51
02:00:32_850,51
02:00:32_860,51
02:00:32_870,51
02:00:32_880,51
02:00:32_890,51
02:00:32_900,51
02:00:32_910,51
02:00:32_920,51
02:00:32_930,51
02:00:32_940,51
02:00:32_950,51
02:00:32_960,51
02:00:32_970,51
02:00:32_980,51
02:00:32_990,51
02:00:33_000,51
02:00:33_010,51
02:00:33_020,51
02:00:33_030,51
02:00:33_040,51
02:00:33_050,51
02:00:33_060,51
02:00:33_070,51
02:00:33_080,51
02:00:33_090,51
02:00:33_100,51
02:00:33_110,51
02:00:33_120,51
02:00:33_130,51
02:00:33_140,51
02:00:33_150,51
02:00:33_160,51
02:00:33_170,51
02:00:33_180,51
02:00:33_190,51
02:00:33_200,51
02:00:33_210,51
02:00:33_220,51
02:00:33_230,51
02:00:33_240,51
02:00:33_250,51
02:00:33_260,51
02:00:33_270,51
02:00:33_280,51
02:00:33_290,51
02:00:33_300,51
02:00:33_310,51
02:00:33_320,51
02:00:33_330,51
02:00:33_340,51
02:00:33_350,51
02:00:33_360,51
02:00:33_370,51
02:00:33_380,51
02:00:33_390,51
02:00:33_400,51
02:00:33_410,51
02:00:33_420,51
02:00:33_430,51
02:00:33_440,51
02:00:33_450,51
02:00:33_460,51
02:00:33_470,51
02:00:33_480,51
02:00:33_490,51
02:00:33_500,51
02:00:33_510,51
02:00:33_520,51
02:00:33_530,51
02:00:33_540,51
02:00:33_550,51
02:00:33_560,51
02:00:33_570,51
02:00:33_580,51
02:00:33_590,51
02:00:33_600,51
02:00:33_610,51
02:00:33_620,51
02:00:33_630,51
02:00:33_640,51
02:00:33_650,51
02:00:33_660,51
02:00:33_670,51
02:00:33_680,51
02:00:33_690,51
02:00:33_700,51
02:00:33_710,51
02:00:33_720,51
02:00:33_730,51
02:00:33_740,51
02:00:33_750,51
02:00:33_760,51
02:00:33_770,51
02:00:33_780,51
02:00:33_790,51
02:00:33_800,51
02:00:33_810,51
02:00:33_820,51
02:00:33_830,51
02:00:33_840,51
02:00:33_850,51
02:00:33_860,51
02:00:33_870,51
02:00:33_880,51
02:00:33_890,51
02:00:33_900,51
02:00:33_910,51
02:00:33_920,51
02:00:33_930,51
02:00:33_940,51
02:00:33_950,51
02:00:33_960,51
02:00:33_970,51
02:00:33_980,51
02:00:33_990,51
02:00:34_000,51
02:00:34_010,51
02:00:34_020,51
02:00:34_030,51
02:00:34_040,51
02:00:34_050,51
02:00:34_060,51
02:00:34_070,51
02:00:34_080,51
02:00:34_090,51
02:00:34_100,51
02:00:34_110,51
02:00:34_120,51
02:00:34_130,51
02:00:34_140,51
02:00:34_150,51
02:00:34_160,51
02:00:34_170,51
02:00:34_180,51
02:00:34_190,51
02:00:34_200,51
02:00:34_210,51
02:00:34_220,51
02:00:34_230,51
02:00:34_240,51
02:00:34_250,51
02:00:34_260,51
02:00:34_270,51
02:00:34_280,51
02:00:34_290,51
02:00:34_300,51
02:00:34_310,51
02:00:34_320,51
02:00:34_330,51
02:00:34_340,51
02:00:34_350,51
02:00:34_360,51
02:00:34_370,51
02:00:34_380,51
02:00:34_390,51
02:00:34_400,51
02:00:34_410,51
02:00:34_420,51
02:00:34_430,51
02:00:34_440,51
02:00:34_450,51
02:00:34_460,51
02:00:34_470,51
02:00:34_480,51
02:00:34_490,51
02:00:34_500,51
02:00:34_510,51
02:00:34_520,51
02:00:34_530,51
02:00:34_540,51
02:00:34_550,51
02:00:34_560,51
02:00:34_570,51
02:00:34_580,51
02:00:34_590,51
02:00:34_600,51
02:00:34_610,51
02:00:34_620,51
02:00:34_630,51
02:00:34_640,51
02:00:34_650,51
02:00:34_660,51
02:00:34_670,51
02:00:34_680,51
02:00:34_690,51
02:00:34_700,51
02:00:34_710,51
02:00:34_720,51
02:00:34_730,51
02:00:34_740,51
02:00:34_750,51
02:00:34_760,51
02:00:34_770,51
02:00:34_780,51
02:00:34_790,51
02:00:34_800,51
02:00:34_810,51
02:00:34_820,51
02:00:34_830,51
02:00:34_840,51
02:00:34_850,51
02:00:34_860,51
02:00:34_870,51
02:00:34_880,51
02:00:34_890,51
02:00:34_900,51
02:00:34_910,51
02:00:34_920,51
02:00:34_930,51
02:00:34_940,51
02:00:34_950,51
02:00:34_960,51
02:00:34_970,51
02:00:34_980,51
02:00:34_990,51
02:00:35_000,51
02:00:35_010,51
02:00:35_020,51
02:00:35_030,51
02:00:35_040,51
02:00:35_050,51
02:00:35_060,51
02:00:35_070,51
02:00:35_080,51
02:00:35_090,51
02:00:35_100,51
02:00:35_110,51
02:00:35_120,51
02:00:35_130,51
02:00:35_140,51
02:00:35_150,51
02:00:35_160,51
02:00:35_170,51
02:00:35_180,51
02:00:35_190,51
02:00:35_200,51
02:00:35_210,51
02:00:35_220,51
02:00:35_230,51
02:00:35_240,51
02:00:35_250,51
02:00:35_260,51
02:00:35_270,51
02:00:35_280,51
02:00:35_290,51
02:00:35_300,51
02:00:35_310,51
02:00:35_320,51
02:00:35_330,51
02:00:35_340,51
02:00:35_350,51
02:00:35_360,51
02:00:35_370,51
02:00:35_380,51
02:00:35_390,51
02:00:35_400,51
02:00:35_410,51
02:00:35_420,51
02:00:35_430,51
02:00:35_440,51
02:00:35_450,51
02:00:35_460,51
02:00:35_470,51
02:00:35_480,51
02:00:35_490,51
02:00:35_500,51
02:00:35_510,51
02:00:35_520,51
02:00:35_530,51
02:00:35_540,51
02:00:35_550,51
02:00:35_560,51
02:00:35_570,51
02:00:35_580,51
02:00:35_590,51
02:00:35_600,51
02:00:35_610,51
02:00:35_620,51
02:00:35_630,51
02:00:35_640,51
02:00:35_650,51
02:00:35_660,51
02:00:35_670,51
02:00:35_680,51
02:00:35_690,51
02:00:35_700,51
02:00:35_710,51
02:00:35_720,51
02:00:35_730,51
02:00:35_740,51
02:00:35_750,51
02:00:35_760,51
02:00:35_770,51
02:00:35_780,51
02:00:35_790,51
02:00:35_800,51
02:00:35_810,51
02:00:35_820,51
02:00:35_830,51
02:00:35_840,51
02:00:35_850,51
02:00:35_860,51
02:00:35_870,51
02:00:35_880,51
02:00:35_890,51
02:00:35_900,51
02:00:35_910,51
02:00:35_920,51
02:00:35_930,51
02:00:35_940,51
02:00:35_950,51
02:00:35_960,51
02:00:35_970,51
02:00:35_980,51
02:00:35_990,51
02:00:36_000,51
02:00:36_010,51
02:00:36_020,51
02:00:36_030,51
02:00:36_040,51
02:00:36_050,51
02:00:36_060,51
02:00:36_070,51
02:00:36_080,51
02:00:36_090,51
02:00:36_100,51
02:00:36_110,51
02:00:36_120,51
02:00:36_130,51
02:00:36_140,51
02:00:36_150,51
02:00:36_160,51
02:00:36_170,51
02:00:36_180,51
02:00:36_190,51
02:00:36_200,51
02:00:36_210,51
02:00:36_220,51
02:00:36_230,51
02:00:36_240,51
02:00:36_250,51
02:00:36_260,51
02:00:36_270,51
02:00:36_280,51
02:00:36_290,51
02:00:36_300,51
02:00:36_310,51
02:00:36_320,51
02:00:36_330,51
02:00:36_340,51
02:00:36_350,51
02:00:36_360,51
02:00:36_370,51
02:00:36_380,51
02:00:36_390,51
02:00:36_400,51
02:00:36_410,51
02:00:36_420,51
02:00:36_430,51
02:00:36_440,51
02:00:36_450,51
02:00:36_460,51
02:00:36_470,51
02:00:36_480,51
02:00:36_490,51
02:00:36_500,51
02:00:36_510,51
02:00:36_520,51
02:00:36_530,51
02:00:36_540,51
02:00:36_550,51
02:00:36_560,51
02:00:36_570,51
02:00:36_580,51
02:00:36_590,51
02:00:36_600,51
02:00:36_610,51
02:00:36_620,51
02:00:36_630,51
02:00:36_640,51
02:00:36_650,51
02:00:36_660,51
02:00:36_670,51
02:00:36_680,51
02:00:36_690,51
02:00:36_700,51
02:00:36_710,51
02:00:36_720,51
02:00:36_730,51
02:00:36_740,51
02:00:36_750,51
02:00:36_760,51
02:00:36_770,51
02:00:36_780,51
02:00:36_790,51
02:00:36_800,51
02:00:36_810,51
02:00:36_820,51
02:00:36_830,51
02:00:36_840,51
02:00:36_850,51
02:00:36_860,51
02:00:36_870,51
02:00:36_880,51
02:00:36_890,51
02:00:36_900,51
02:00:36_910,51
02:00:36_920,51
02:00:36_930,51
02:00:36_940,51
02:00:36_950,51
02:00:36_960,51
02:00:36_970,51
02:00:36_980,51
02:00:36_990,51
02:00:37_000,51
02:00:37_010,51
02:00:37_020,51
02:00:37_030,51
02:00:37_040,51
02:00:37_050,51
02:00:37_060,51
02:00:37_070,51
02:00:37_080,51
02:00:37_090,51
02:00:37_100,51
02:00:37_110,51
02:00:37_120,51
02:00:37_130,51
02:00:37_140,51
02:00:37_150,51
02:00:37_160,51
02:00:37_170,51
02:00:37_180,51
02:00:37_190,51
02:00:37_200,51
02:00:37_210,51
02:00:37_220,51
02:00:37_230,51
02:00:37_240,51
02:00:37_250,51
02:00:37_260,51
02:00:37_270,51
02:00:37_280,51
02:00:37_290,51
02:00:37_300,51
02:00:37_310,51
02:00:37_320,51
02:00:37_330,51
02:00:37_340,51
02:00:37_350,51
02:00:37_360,51
02:00:37_370,51
02:00:37_380,51
02:00:37_390,51
02:00:37_400,51
02:00:37_410,51
02:00:37_420,51
02:00:37_430,51
02:00:37_440,51
02:00:37_450,51
02:00:37_460,51
02:00:37_470,51
02:00:37_480,51
02:00:37_490,51
02:00:37_500,51
02:00:37_510,51
02:00:37_520,51
02:00:37_530,51
02:00:37_540,51
02:00:37_550,51
02:00:37_560,51
02:00:37_570,51
02:00:37_580,51
02:00:37_590,51
02:00:37_600,51
02:00:37_610,51
02:00:37_620,51
02:00:37_630,51
02:00:37_640,51
02:00:37_650,51
02:00:37_660,51
02:00:37_670,51
02:00:37_680,51
02:00:37_690,51
02:00:37_700,51
02:00:37_710,51
02:00:37_720,51
02:00:37_730,51
02:00:37_740,51
02:00:37_750,51
02:00:37_760,51
02:00:37_770,51
02:00:37_780,51
02:00:37_790,51
02:00:37_800,51
02:00:37_810,51
02:00:37_820,51
02:00:37_830,51
02:00:37_840,51
02:00:37_850,51
02:00:37_860,51
02:00:37_870,51
02:00:37_880,51
02:00:37_890,51
02:00:37_900,51
02:00:37_910,51
02:00:37_920,51
02:00:37_930,51
02:00:37_940,51
02:00:37_950,51
02:00:37_960,51
02:00:37_970,51
02:00:37_980,51
02:00:37_990,51
02:00:38_000,51
02:00:38_010,51
02:00:38_020,51
02:00:38_030,51
02:00:38_040,51
02:00:38_050,51
02:00:38_060,51
02:00:38_070,51
02:00:38_080,51
02:00:38_090,51
02:00:38_100,51
02:00:38_110,51
02:00:38_120,51
02:00:38_130,51
02:00:38_140,51
02:00:38_150,51
02:00:38_160,51
02:00:38_170,51
02:00:38_180,51
02:00:38_190,51
02:00:38_200,51
02:00:38_210,51
02:00:38_220,51
02:00:38_230,51
02:00:38_240,51
02:00:38_250,51
02:00:38_260,51
02:00:38_270,51
02:00:38_280,51
02:00:38_290,51
02:00:38_300,51
02:00:38_310,51
02:00:38_320,51
02:00:38_330,51
02:00:38_340,51
02:00:38_350,51
02:00:38_360,51
02:00:38_370,51
02:00:38_380,51
02:00:38_390,51
02:00:38_400,51
02:00:38_410,51
02:00:38_420,51
02:00:38_430,51
02:00:38_440,51
02:00:38_450,51
02:00:38_460,51
02:00:38_470,51
02:00:38_480,51
02:00:38_490,51
02:00:38_500,51
02:00:38_510,51
02:00:38_520,51
02:00:38_530,51
02:00:38_540,51
02:00:38_550,51
02:00:38_560,51
02:00:38_570,51
02:00:38_580,51
02:00:38_590,51
02:00:38_600,51
02:00:38_610,51
02:00:38_620,51
02:00:38_630,51
02:00:38_640,51
02:00:38_650,51
02:00:38_660,51
02:00:38_670,51
02:00:38_680,51
02:00:38_690,51
02:00:38_700,51
02:00:38_710,51
02:00:38_720,51
02:00:38_730,51
02:00:38_740,51
02:00:38_750,51
02:00:38_760,51
02:00:38_770,51
02:00:38_780,51
02:00:38_790,51
02:00:38_800,51
02:00:38_810,51
02:00:38_820,51
02:00:38_830,51
02:00:38_840,51
02:00:38_850,51
02:00:38_860,51
02:00:38_870,51
02:00:38_880,51
02:00:38_890,51
02:00:38_900,51
02:00:38_910,51
02:00:38_920,51
02:00:38_930,51
02:00:38_940,51
02:00:38_950,51
02:00:38_960,51
02:00:38_970,51
02:00:38_980,51
02:00:38_990,51
02:00:39_000,51
02:00:39_010,51
02:00:39_020,51
02:00:39_030,51
02:00:39_040,51
02:00:39_050,51
02:00:39_060,51
02:00:39_070,51
02:00:39_080,51
02:00:39_090,51
02:00:39_100,51
02:00:39_110,51
02:00:39_120,51
02:00:39_130,51
02:00:39_140,51
02:00:39_150,51
02:00:39_160,51
02:00:39_170,51
02:00:39_180,51
02:00:39_190,51
02:00:39_200,51
02:00:39_210,51
02:00:39_220,51
02:00:39_230,51
02:00:39_240,51
02:00:39_250,51
02:00:39_260,51
02:00:39_270,51
02:00:39_280,51
02:00:39_290,51
02:00:39_300,51
02:00:39_310,51
02:00:39_320,51
02:00:39_330,51
02:00:39_340,51
02:00:39_350,51
02:00:39_360,51
02:00:39_370,51
02:00:39_380,51
02:00:39_390,51
02:00:39_400,51
02:00:39_410,51
02:00:39_420,51
02:00:39_430,51
02:00:39_440,51
02:00:39_450,51
02:00:39_460,51
02:00:39_470,51
02:00:39_480,51
02:00:39_490,51
02:00:39_500,51
02:00:39_510,51
02:00:39_520,51
02:00:39_530,51
02:00:39_540,51
02:00:39_550,51
02:00:39_560,51
02:00:39_570,51
02:00:39_580,51
02:00:39_590,51
02:00:39_600,51
02:00:39_610,51
02:00:39_620,51
02:00:39_630,51
02:00:39_640,51
02:00:39_650,51
02:00:39_660,51
02:00:39_670,51
02:00:39_680,50
02:00:39_690,50
02:00:39_700,50
02:00:39_710,50
02:00:39_720,50
02:00:39_730,50
02:00:39_740,50
02:00:39_750,50
02:00:39_760,50
02:00:39_770,50
02:00:39_780,50
02:00:39_790,50
02:00:39_800,50
02:00:39_810,50
02:00:39_820,50
02:00:39_830,50
02:00:39_840,50
02:00:39_850,50
02:00:39_860,50
02:00:39_870,50
02:00:39_880,50
02:00:39_890,50
02:00:39_900,50
02:00:39_910,50
02:00:39_920,50
02:00:39_930,50
02:00:39_940,50
02:00:39_950,50
02:00:39_960,50
02:00:39_970,50
02:00:39_980,50
02:00:39_990,50
02:00:40_000,50
02:00:40_010,50
02:00:40_020,50
02:00:40_030,50
02:00:40_040,50
02:00:40_050,50
02:00:40_060,50
02:00:40_070,50
02:00:40_080,50
02:00:40_090,50
02:00:40_100,50
02:00:40_110,50
02:00:40_120,50
02:00:40_130,50
02:00:40_140,50
02:00:40_150,50
02:00:40_160,50
02:00:40_170,50
02:00:40_180,50
02:00:40_190,50
02:00:40_200,50
02:00:40_210,50
02:00:40_220,50
02:00:40_230,50
02:00:40_240,50
02:00:40_250,50
02:00:40_260,50
02:00:40_270,50
02:00:40_280,50
02:00:40_290,50
02:00:40_300,50
02:00:40_310,50
02:00:40_320,50
02:00:40_330,50
02:00:40_340,50
02:00:40_350,50
02:00:40_360,50
02:00:40_370,50
02:00:40_380,50
02:00:40_390,50
02:00:40_400,50
02:00:40_410,50
02:00:40_420,50
02:00:40_430,50
02:00:40_440,50
02:00:40_450,50
02:00:40_460,50
02:00:40_470,50
02:00:40_480,50
02:00:40_490,50
02:00:40_500,50
02:00:40_510,50
02:00:40_520,50
02:00:40_530,50
02:00:40_540,50
02:00:40_550,50
02:00:40_560,50
02:00:40_570,50
02:00:40_580,50
02:00:40_590,50
02:00:40_600,50
02:00:40_610,50
02:00:40_620,50
02:00:40_630,50
02:00:40_640,50
02:00:40_650,50
02:00:40_660,50
02:00:40_670,50
02:00:40_680,50
02:00:40_690,50
02:00:40_700,50
02:00:40_710,50
02:00:40_720,50
02:00:40_730,50
02:00:40_740,50
02:00:40_750,50
02:00:40_760,50
02:00:40_770,50
02:00:40_780,50
02:00:40_790,50
02:00:40_800,50
02:00:40_810,50
02:00:40_820,50
02:00:40_830,50
02:00:40_840,50
02:00:40_850,50
02:00:40_860,50
02:00:40_870,50
02:00:40_880,50
02:00:40_890,50
02:00:40_900,50
02:00:40_910,50
02:00:40_920,50
02:00:40_930,50
02:00:40_940,50
02:00:40_950,50
02:00:40_960,50
02:00:40_970,50
02:00:40_980,50
02:00:40_990,50
02:00:41_000,50
02:00:41_010,50
02:00:41_020,50
02:00:41_030,50
02:00:41_040,50
02:00:41_050,50
02:00:41_060,50
02:00:41_070,50
02:00:41_080,50
02:00:41_090,50
02:00:41_100,50
02:00:41_110,50
02:00:41_120,50
02:00:41_130,50
02:00:41_140,50
02:00:41_150,50
02:00:41_160,50
02:00:41_170,50
02:00:41_180,50
02:00:41_190,50
02:00:41_200,50
02:00:41_210,50
02:00:41_220,50
02:00:41_230,50
02:00:41_240,50
02:00:41_250,50
02:00:41_260,50
02:00:41_270,50
02:00:41_280,50
02:00:41_290,50
02:00:41_300,50
02:00:41_310,50
02:00:41_320,50
02:00:41_330,50
02:00:41_340,50
02:00:41_350,50
02:00:41_360,50
02:00:41_370,50
02:00:41_380,50
02:00:41_390,50
02:00:41_400,50
02:00:41_410,50
02:00:41_420,50
02:00:41_430,50
02:00:41_440,50
02:00:41_450,50
02:00:41_460,50
02:00:41_470,50
02:00:41_480,50
02:00:41_490,50
02:00:41_500,50
02:00:41_510,50
02:00:41_520,50
02:00:41_530,50
02:00:41_540,50
02:00:41_550,50
02:00:41_560,50
02:00:41_570,50
02:00:41_580,50
02:00:41_590,50
02:00:41_600,50
02:00:41_610,50
02:00:41_620,50
02:00:41_630,50
02:00:41_640,50
02:00:41_650,50
02:00:41_660,50
02:00:41_670,50
02:00:41_680,50
02:00:41_690,50
02:00:41_700,50
02:00:41_710,50
02:00:41_720,50
02:00:41_730,50
02:00:41_740,50
02:00:41_750,50
02:00:41_760,50
02:00:41_770,50
02:00:41_780,50
02:00:41_790,50
02:00:41_800,50
02:00:41_810,50
02:00:41_820,50
02:00:41_830,50
02:00:41_840,50
02:00:41_850,50
02:00:41_860,50
02:00:41_870,50
02:00:41_880,50
02:00:41_890,50
02:00:41_900,50
02:00:41_910,50
02:00:41_920,50
02:00:41_930,50
02:00:41_940,50
02:00:41_950,50
